Time (s),Current (A),Voltage (V),Power (W),Fin Outlet Temp (oC),Fin Inlet Temp (oC),Air Outlet Temp (oC),Air Inlet Temp (oC),Cell 1 (V),Cell 2 (V),Cell 3 (V),Cell 4 (V),Cell 5 (V),Cell 6 (V),Cell 7 (V),Cell 8 (V),Cell 9 (V),Cell 10 (V),Cell 11 (V),Cell 12 (V),Cell 13 (V),Cell 14 (V),Cell 15 (V),Cell 16 (V),Cell 17 (V),Cell 18 (V),Cell 19 (V),Cell 20 (V),Cell 21 (V),Cell 22 (V),Cell 23 (V),Cell 24 (V),Cell 25 (V),Cell 26 (V),Cell 27 (V),Cell 28 (V),Cell 29 (V),Cell 30 (V),Cell 31 (V),Cell 32 (V),Cell 33 (V),Cell 34 (V),Cell 35 (V),Cell 36 (V),Cell 37 (V),Cell 38 (V),Cell 39 (V),Cell 40 (V),Cell 41 (V),Cell 42 (V),Cell 43 (V),Cell 44 (V),Cell 45 (V),Cell 46 (V),Cell 47 (V),Cell 48 (V),Cell 49 (V),Cell 50 (V),Cell 51 (V),Cell 52 (V),Cell 53 (V),Cell 54 (V),Cell 55 (V),Cell 56 (V),Cell 57 (V),Cell 58 (V),Cell 59 (V),Cell 60 (V),Cell 61 (V),Cell 62 (V),Cell 63 (V),Cell 64 (V),Cell 65 (V),Cell 66 (V),Cell 67 (V),Cell 68 (V),Cell 69 (V),Cell 70 (V),Cell 71 (V),Cell 72 (V),Cell 73 (V),Cell 74 (V),Cell 75 (V),Cell 76 (V),Fan Speed (%),Blower Speed (%),Hydrogen Pressure (mbar)
20,0.0,15.72,0.0,30.000000,0.000000,0.000000,0.000000,0.770000,0.800000,0.800000,0.780000,0.800000,0.790000,0.790000,0.780000,0.780000,0.780000,0.780000,0.773000,0.770000,0.750000,0.750000,0.740000,0.730000,0.710000,0.690000,0.600000,0.300000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,280
22,0.0,15.98,0.0,30.000000,0.000000,0.000000,0.000000,0.780000,0.810000,0.800000,0.790000,0.810000,0.800000,0.790000,0.790000,0.790000,0.790000,0.780000,0.780000,0.770000,0.760000,0.750000,0.740000,0.730000,0.710000,0.690000,0.630000,0.380000,0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,274
24,0.0,16.18,0.0,30.000000,0.000000,0.000000,0.000000,0.780000,0.810000,0.810000,0.790000,0.810000,0.800000,0.800000,0.790000,0.790000,0.790000,0.780000,0.780000,0.770000,0.760000,0.760000,0.750000,0.730000,0.710000,0.690000,0.660000,0.490000,0.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,268
26,0.0,16.41,0.0,30.000000,0.000000,0.000000,0.000000,0.790000,0.820000,0.810000,0.800000,0.810000,0.810000,0.800000,0.800000,0.790000,0.790000,0.790000,0.770000,0.770000,0.760000,0.760000,0.750000,0.730000,0.720000,0.700000,0.660000,0.540000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,263
28,0.0,16.61,0.0,30.000000,0.000000,0.000000,0.000000,0.790000,0.830000,0.810000,0.800000,0.820000,0.810000,0.800000,0.800000,0.800000,0.790000,0.790000,0.780000,0.780000,0.760000,0.760000,0.750000,0.740000,0.720000,0.700000,0.670000,0.570000,0.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,257
30,0.0,16.75,0.0,30.000000,0.000000,0.000000,0.000000,0.800000,0.830000,0.820000,0.810000,0.820000,0.810000,0.800000,0.800000,0.800000,0.790000,0.790000,0.780000,0.780000,0.760000,0.760000,0.750000,0.740000,0.720000,0.700000,0.680000,0.600000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,253
32,0.0,16.89,0.0,30.000000,0.000000,0.000000,0.000000,0.800000,0.830000,0.830000,0.810000,0.820000,0.810000,0.810000,0.800000,0.800000,0.800000,0.790000,0.780000,0.780000,0.770000,0.760000,0.750000,0.740000,0.720000,0.700000,0.680000,0.620000,0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,249
34,0.0,16.97,0.0,30.000000,0.000000,0.000000,0.000000,0.820000,0.840000,0.820000,0.820000,0.830000,0.820000,0.810000,0.810000,0.800000,0.800000,0.790000,0.780000,1.080000,0.770000,0.760000,0.750000,0.740000,0.720000,0.700000,0.690000,0.630000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,244
36,0.0,17.05,0.0,30.000000,0.000000,0.000000,0.000000,0.820000,0.840000,0.830000,0.820000,0.830000,0.820000,0.810000,0.810000,0.800000,0.800000,0.790000,0.780000,0.780000,0.770000,0.760000,0.750000,0.740000,0.720000,0.710000,0.690000,0.640000,0.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,239
38,0.0,17.12,0.0,30.000000,0.000000,0.000000,0.000000,0.810000,0.850000,0.830000,0.820000,0.830000,0.820000,0.810000,0.810000,0.800000,0.800000,0.790000,0.780000,0.780000,0.770000,0.760000,0.750000,0.740000,0.720000,0.710000,0.700000,0.650000,0.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,237
40,0.0,17.18,0.0,30.000000,0.000000,0.000000,0.000000,0.820000,0.850000,0.830000,0.820000,0.840000,0.830000,0.810000,0.810000,0.810000,0.800000,0.790000,0.790000,0.780000,0.770000,0.760000,0.750000,0.740000,0.720000,0.710000,0.700000,0.660000,0.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,233
42,0.0,17.22,0.0,30.000000,0.000000,0.000000,0.000000,0.830000,0.850000,0.830000,0.830000,0.840000,0.830000,0.820000,0.810000,0.810000,0.800000,0.790000,0.790000,0.780000,0.770000,0.760000,0.750000,0.740000,0.730000,0.710000,0.710000,0.670000,0.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,230
44,0.0,18.06,0.0,30.000000,0.000000,0.000000,0.000000,0.800000,0.880000,0.870000,0.850000,0.850000,0.850000,0.840000,0.840000,0.840000,0.840000,0.800000,0.820000,0.820000,0.810000,0.800000,0.770000,0.770000,0.780000,0.770000,0.750000,0.730000,0.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,225
46,0.0,18.20,0.0,30.000000,0.000000,0.000000,0.000000,0.850000,0.890000,0.870000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.840000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.780000,0.760000,0.760000,0.730000,0.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,221
48,0.0,18.20,0.0,30.000000,0.000000,0.000000,0.000000,0.830000,0.890000,0.870000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.840000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.770000,0.760000,0.760000,0.730000,0.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,216
50,0.0,18.20,0.0,30.000000,0.000000,0.000000,0.000000,0.860000,0.890000,0.880000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.840000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.770000,0.760000,0.760000,0.730000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,213
52,0.0,18.21,0.0,30.000000,0.000000,0.000000,0.000000,0.850000,0.890000,0.880000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.840000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.770000,0.760000,0.750000,0.730000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,211
54,0.0,18.22,0.0,30.000000,0.000000,0.000000,0.000000,0.830000,0.900000,0.880000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.840000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.770000,0.760000,0.750000,0.730000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,206
56,0.0,18.24,0.0,30.000000,0.000000,0.000000,0.000000,0.840000,0.900000,0.880000,0.870000,0.880000,0.870000,0.860000,0.860000,0.850000,0.850000,0.840000,0.830000,0.820000,0.810000,0.800000,0.790000,0.780000,0.770000,0.760000,0.750000,0.730000,0.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,80,204
